(35.515581,33.829171)
(35.517508,33.830229)
(35.516949,33.839385)
(35.515951,33.848554)
(35.521355,33.848458)
(35.520842,33.854544)
(35.519701,33.859151)
(35.516476,33.867362)
(35.508585,33.875683)
(35.507298,33.879817)
(35.506878,33.884931)
(35.506686,33.890938)
(35.506919,33.894014)
(35.505105,33.892552)
(35.496095,33.895225)
(35.495225,33.895679)
(35.490888,33.895315)
(35.488928,33.895307)
(35.484921,33.895319)
(35.485421,33.896841)
