(35.374861, 33.565187)
(35.376099, 33.567906)
(35.381682, 33.576067)
(35.402032, 33.607380)
(35.419141, 33.651847)
(35.424938, 33.684284)
(35.453706, 33.739151)
(35.466136, 33.767748)
(35.479172, 33.787295)
(35.499392, 33.819022)
(35.502908, 33.830236)
(35.494105, 33.841819)
(35.493976, 33.861150)
(35.495241, 33.875001)
